model,run,qid,is_correct
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,555,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,556,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,557,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,558,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,559,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,560,0
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,561,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,562,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,563,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,564,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,565,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,566,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,567,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,568,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,569,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,570,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,571,0
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,572,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,573,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,574,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,575,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,576,0
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,577,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,578,1
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,579,0
claude-haiku-4-5,claude-haiku-4-5_think2048_20260531_085447,580,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,1,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,2,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,3,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,4,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,5,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,6,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,7,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,8,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,9,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,10,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,11,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,12,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,13,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,14,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,15,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,16,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,17,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,18,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,19,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,20,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,21,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,22,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,23,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,24,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,25,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,26,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,27,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,28,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,29,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,30,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,31,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,32,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,33,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,34,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,35,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,36,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,37,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,38,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,39,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,40,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,41,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,42,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,43,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,44,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,45,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,46,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,47,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,48,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,49,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,50,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,51,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,52,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,53,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,54,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,55,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,56,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,57,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,58,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,59,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,60,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,61,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,62,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,63,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,64,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,65,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,66,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,67,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,68,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,69,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,70,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,71,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,72,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,73,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,74,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,75,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,76,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,77,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,78,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,79,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,80,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,81,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,82,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,83,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,84,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,85,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,86,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,87,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,88,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,89,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,90,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,91,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,92,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,93,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,94,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,95,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,96,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,97,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,98,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,99,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,100,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,101,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,102,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,103,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,104,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,105,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,106,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,107,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,108,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,109,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,110,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,111,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,112,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,113,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,114,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,115,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,116,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,117,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,118,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,119,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,120,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,121,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,122,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,123,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,124,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,125,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,126,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,127,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,128,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,129,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,130,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,131,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,132,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,133,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,134,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,135,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,136,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,137,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,138,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,139,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,140,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,141,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,142,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,143,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,144,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,145,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,146,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,147,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,148,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,149,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,150,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,151,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,152,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,153,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,154,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,155,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,156,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,157,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,158,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,159,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,160,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,161,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,162,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,163,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,164,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,165,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,166,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,167,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,168,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,169,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,170,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,171,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,172,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,173,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,174,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,175,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,176,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,177,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,178,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,179,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,180,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,181,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,182,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,183,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,184,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,185,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,186,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,187,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,188,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,189,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,190,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,191,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,192,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,193,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,194,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,195,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,196,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,197,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,198,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,199,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,200,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,201,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,202,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,203,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,204,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,205,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,206,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,207,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,208,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,209,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,210,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,211,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,212,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,213,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,214,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,215,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,216,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,217,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,218,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,219,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,220,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,221,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,222,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,223,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,224,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,225,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,226,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,227,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,228,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,229,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,230,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,231,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,232,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,233,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,234,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,235,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,236,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,237,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,238,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,239,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,240,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,241,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,242,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,243,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,244,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,245,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,246,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,247,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,248,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,249,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,250,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,251,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,252,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,253,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,254,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,255,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,256,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,257,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,258,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,259,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,260,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,261,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,262,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,263,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,264,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,265,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,266,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,267,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,268,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,269,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,270,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,271,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,272,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,273,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,274,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,275,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,276,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,277,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,278,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,279,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,280,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,281,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,282,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,283,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,284,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,285,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,286,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,287,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,288,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,289,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,290,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,291,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,292,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,293,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,294,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,295,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,296,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,297,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,298,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,299,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,300,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,301,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,302,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,303,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,304,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,305,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,306,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,307,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,308,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,309,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,310,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,311,0
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,312,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,313,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,314,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,315,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,316,1
claude-haiku-4-5-think4k,claude-haiku-4-5-think4k_20260531_192039,317,0
